id	type	description_short
20248	Armor 	Agathion Seal Bracelet - Yellow-Robed Tojigong - Greater Heal - 7-Day Limited Period
20249	Armor 	Agathion Seal Bracelet - Blue-Robed Tojigong - Reflect Damage - 7-Day Limited Period
20250	Armor 	Agathion Seal Bracelet - Green-Robed Tojigong - Mana Regeneration - 7-Day Limited Period
20251	EtcItem 	Bugbear Agathion Pack
20252	Armor 	Agathion Seal Bracelet - Bugbear
20253	Armor 	Agathion of Love (Event)
20254	EtcItem 	Agathion of Love Pack (Event)
20255	Weapon 	Baguette Sword - 7-day limited period
20256	Weapon 	Baguette Dagger - 7-day limited period
20257	Weapon 	Baguette Dual Sword - 7-day limited period
20258	Weapon 	Baguette Mace - 7-day limited period
20259	Weapon 	Baguette Heavy Hammer - 7-day limited period
20260	Weapon 	Baguette Spear - 7-day limited period
20261	Weapon 	Baguette Bow - 7-day limited period
20262	Weapon 	Baguette Fist - 7-day limited period
20263	Weapon 	Baguette Magic Sword - 7-day limited period
20264	Weapon 	Baguette Staff - 7-day limited period
20265	Weapon 	Baguette Great Staff - 7-day limited period
20266	Armor 	Baguette Shield - 7-day limited period
20267	Weapon 	Baguette Rapier - 7-day limited period
20268	Weapon 	Baguette Ancient Sword - 7-day limited period
20269	Weapon 	Baguette Crossbow - 7-day limited period
20270	Weapon 	Baguette's Dualsword - 7-day limited period
20271	EtcItem 	Baguette Legacy
20272	EtcItem 	Baguette Herb
20273	EtcItem 	Cream Puff Herb
20274	EtcItem 	Cheesecake Herb
20275	Armor 	Gold Afro
20276	Armor 	Pink Afro
20277	EtcItem 	Baguette Legacy - Kamael
20278	EtcItem 	Gold Afro Hair Pack
20279	EtcItem 	Pink Afro Hair Pack
20280	EtcItem 	Red Sumo Wrestler Agathion Pack
20281	EtcItem 	Red Sumo Wrestler Agathion 7-Day Pack - Death Whisper
20282	EtcItem 	Blue Sumo Wrestler Agathion Pack
20283	EtcItem 	Blue Sumo Wrestler Agathion 7-Day Pack - Wild Magic
20284	EtcItem 	Great Sumo Match Agathion Pack
20285	EtcItem 	Great Sumo Match Agathion 7-Day Pack - Big Head / Firework
20286	EtcItem 	Button-Eyed Bear Doll Agathion Pack
20287	EtcItem 	Button-Eyed Bear Doll Agathion 7-Day Pack - Blessed Escape
20288	EtcItem 	Button-Eyed Bear Doll Agathion 7-Day Pack - Resurrection
20289	EtcItem 	Button-Eyed Bear Doll Agathion 7-Day Pack - Energy
20290	EtcItem 	God of Fortune Agathion Pack
20291	EtcItem 	God of Fortune Agathion 7-Day Pack - Energy
20292	EtcItem 	Dryad Agathion Pack
20293	EtcItem 	Wonboso Agathion Pack
20294	EtcItem 	Wonboso Agathion 7-Day Pack - Wind Walk
20295	EtcItem 	Daewoonso Agathion Pack
20296	EtcItem 	Daewoonso Agathion 7-Day Pack - New Year's Gift
20297	Armor 	Agathion Seal Bracelet - Red Sumo Wrestler
20298	Armor 	Agathion Seal Bracelet - Red Sumo Wrestler - Death Whisper - 7-Day Limited Period
20299	Armor 	Agathion Seal Bracelet - Blue Sumo Wrestler
20300	Armor 	Agathion Seal Bracelet - Blue Sumo Wrestler - Wild Magic - 7-Day Limited Period
20301	Armor 	Agathion Seal Bracelet - Great Sumo Match
20302	Armor 	Agathion Seal Bracelet - Great Sumo Match - Big Head / Firework - 7-Day Limited Period
20303	Armor 	Agathion Seal Bracelet - Button-Eyed Bear Doll
20304	Armor 	Agathion Seal Bracelet - Button-Eyed Bear Doll - Escape - 7-Day Limited Period
20305	Armor 	Agathion Seal Bracelet - Button-Eyed Bear Doll - Resurrection - 7-Day Limited Period
20306	Armor 	Agathion Seal Bracelet - Button-Eyed Bear Doll - Energy - 7-Day Limited Period
20307	Armor 	Agathion Seal Bracelet - God of Fortune
20308	Armor 	Agathion Seal Bracelet - God of Fortune - Energy - 7-Day Limited Period
20309	Armor 	Agathion Seal Bracelet - Dryad
20310	Armor 	Agathion Seal Bracelet - Wonboso
20311	Armor 	Agathion Seal Bracelet - Wonboso - Wind Walk - 7-Day Limited Period
20312	Armor 	Agathion Seal Bracelet - Daewoonso
20313	Armor 	Agathion Seal Bracelet - Daewoonso - New Year's Gift - 7-Day Limited Period
20314	EtcItem 	Birthday Cake Pack - Energy
20315	EtcItem 	Goggle Pack
20316	EtcItem 	Napoleon Hat Pack
20317	EtcItem 	Horn Hairband Pack
20318	EtcItem 	Black Gem Mask Pack
20319	EtcItem 	Plastic Hair Pack
20320	EtcItem 	Birthday Cake - Energy - 24-hour limited period
20321	Armor 	Goggle
20322	Armor 	Napoleon Hat
20323	Armor 	Horn Hairband
20324	Armor 	Black Gem Mask
20325	Armor 	Plastic Hair
20326	EtcItem 	Beast Soulshot Pack
20327	EtcItem 	Beast Spiritshot Pack
20328	EtcItem 	Blessed Beast Spiritshot Pack
20329	EtcItem 	Beast Soulshot Large Pack
20330	EtcItem 	Beast Spiritshot Large Pack
20331	EtcItem 	Blessed Beast Spiritshot Large Pack
20332	EtcItem 	Beast Soulshot
20333	EtcItem 	Beast Spiritshot
20334	EtcItem 	Blessed Beast Spiritshot
20335	EtcItem 	Rune of Experience Points 30% - 5-hour limited period
20336	EtcItem 	Rune of Experience Points 50% - 5-hour limited period
20337	EtcItem 	Rune of Experience Points 30% - 10-hour limited period
20338	EtcItem 	Rune of Experience Points 50% - 10-hour limited period
20339	EtcItem 	Rune of Experience Points 30% - 7-day limited period
20340	EtcItem 	Rune of Experience Points 50% - 7-day limited period
20341	EtcItem 	Rune of SP 30% - 5-hour limited period
20342	EtcItem 	Rune of SP 50% - 5-hour limited period
20343	EtcItem 	Rune of SP 30% - 10-hour limited period
20344	EtcItem 	Rune of SP 50% - 10-hour limited period
20345	EtcItem 	Rune of SP 30% - 7-day limited period
20346	EtcItem 	Rune of SP 50% - 7-day limited period
20347	EtcItem 	Rune of Crystal Level 3 - 5-hour limited period
20348	EtcItem 	Rune of Crystal Level 5 - 5-hour limited period
20349	EtcItem 	Rune of Crystal Level 3 - 10-hour limited period
20350	EtcItem 	Rune of Crystal Level 5 - 10-hour limited period
20351	EtcItem 	Rune of Crystal Level 3 - 7-day limited period
20352	EtcItem 	Rune of Crystal Level 5 - 7-day limited period
20353	EtcItem 	Greater CP Potion
20354	EtcItem 	Secret medicine of Will (C-Grade)
20355	EtcItem 	Secret medicine of Will (C-Grade)
20356	EtcItem 	Secret medicine of Will (B-Grade)
20357	EtcItem 	Secret medicine of Will (A-Grade)
20358	EtcItem 	Secret medicine of Will (S-Grade)
20359	EtcItem 	Secret medicine of Life (C-Grade)
20360	EtcItem 	Secret medicine of Life (C-Grade)
20361	EtcItem 	Secret medicine of Life (B-Grade)
20362	EtcItem 	Secret medicine of Life (A-Grade)
20363	EtcItem 	Secret medicine of Life (S-Grade)
20364	EtcItem 	Transformation Scroll: Omen Beast
20365	EtcItem 	Transformation Scroll: Death Blader
20366	EtcItem 	Transformation Scroll: Grail Apostle
20367	EtcItem 	Transformation Scroll: Unicorn
20368	EtcItem 	Transformation Scroll: Lilim Knight
20369	EtcItem 	Transformation Scroll: Golem Guardian
20370	EtcItem 	Transformation Scroll: Inferno Drake
20371	EtcItem 	Transformation Scroll: Dragon Bomber
20372	EtcItem 	Scroll of Escape: Talking Island Village
20373	EtcItem 	Scroll of Escape: Elven Village
20374	EtcItem 	Scroll of Escape: Dark Elven Village
20375	EtcItem 	Scroll of Escape: Orc Village
20376	EtcItem 	Scroll of Escape: Dwarven Village
20377	EtcItem 	Scroll of Escape: Gludin Village
20378	EtcItem 	Scroll of Escape: Town of Gludio
20379	EtcItem 	Scroll of Escape: Town of Dion
20380	EtcItem 	Scroll of Escape: Floran Village
20381	EtcItem 	Scroll of Escape: Giran Castle Town
20382	EtcItem 	Scroll of Escape: Hardin's Academy
20383	EtcItem 	Scroll of Escape: Heine
20384	EtcItem 	Scroll of Escape: Town of Oren
20385	EtcItem 	Scroll of Escape: Ivory Tower
20386	EtcItem 	Scroll of Escape: Hunters Village
20387	EtcItem 	Scroll of Escape: Town of Aden
20388	EtcItem 	Scroll of Escape: Town of Goddard
20389	EtcItem 	Scroll of Escape: Rune Township
20390	EtcItem 	Scroll of Escape: Town of Schuttgart
20391	EtcItem 	Vitality Maintaining Potion
20392	EtcItem 	Vitality Replenishing Potion
20393	EtcItem 	Sweet Fruit Cocktail
20394	EtcItem 	Fresh Fruit Cocktail
20395	EtcItem 	Steam Beatle Mount Bracelet Pack
20396	Armor 	Steam Beatle Mount Bracelet
20397	EtcItem 	Newbie Level-Up Pack
20398	EtcItem 	Fast Growth Pack
20399	Armor 	Laborer Hat - Blessed Body - 7-day limited period
20400	Armor 	Laborer Hat - Blessed Soul - 7-day limited period
20401	Armor 	Laborer Hat
20402	EtcItem 	Laborer Hat 7-Day Pack - Bless the Body
20403	EtcItem 	Laborer Hat 7-Day Pack - Bless the Soul
20404	EtcItem 	Laborer Hat Pack
20405	Armor 	Agathion Seal Bracelet - Majo - Big Head - 7-day limited period
20406	Armor 	Agathion Seal Bracelet - Gold Crown Majo - Resurrection - 7-Day Limited Period
20407	Armor 	Agathion Seal Bracelet - Black Crown Majo - Escape - 7-Day Limited Period
20408	Armor 	Agathion Seal Bracelet - Plaipitak - Big Head - 7-day limited period
20409	Armor 	Agathion Seal Bracelet - Plaipitak - Resurrection - 7-Day Limited Period
20410	Armor 	Agathion Seal Bracelet - Plaipitak - Escape - 7-Day Limited Period
20411	Armor 	Agathion Seal Bracelet - Baby Panda - Big Head - 7-day limited period
20412	Armor 	Agathion Seal Bracelet - Bamboo Panda - Resurrection - 7-Day Limited Period
20413	Armor 	Agathion Seal Bracelet - Sexy Panda - Escape - 7-Day Limited Period
20414	Armor 	Horn Rimmed Glasses - Agility - 7-day limited period
20415	Armor 	Afro Hair - Big Head, Firework - 7-day limited period
20416	Armor 	Afro Hair - Wind Walk - 7-Day Limited Period
20417	Armor 	Uniform Hat - Blessed Resurrection - 7-day limited period
20418	Armor 	Assassin's Bamboo Hat - Wind Walk - 7-Day Limited Period
20419	Armor 	Ruthless Tribe Mask - Agility - 7-day limited period
20420	Armor 	Ribbon Hairband - Reflect Damage - 7-Day Limited Period
20421	Armor 	Visor - Mana Regeneration - 7-Day Limited Period
20422	Armor 	Kat the Cat Hat - Greater Heal - 7-Day Limited Period
20423	Armor 	Skull Hat - Death Whisper - 7-Day Limited Period
20424	Armor 	Afro Hair - Gold - Agility - 7-day limited period
20425	Armor 	Afro Hair - Pink - Wild Magic - 7-Day Limited Period
20426	Armor 	Goggles - Wind Walk - 7-Day Limited Period
20427	Armor 	Napoleon Hat - Mana Regeneration - 7-Day Limited Period
20428	Armor 	Horn Hairband - Reflect Damage - 7-Day Limited Period
20429	Armor 	Black Gem Mask - Vitality - 7-Day Limited Period
20430	Armor 	Plastic Hair - Blessed Escape - 7-day limited period
20431	Armor 	Daisy Hairpin - Resist Unholy - 7-Day Limited Period
20432	Armor 	Forget-me-not Hairpin - Wind Walk - 7-Day Limited Period
20433	Armor 	Outlaw's Eyepatch - Death Whisper - 7-Day Limited Period
20434	Armor 	Pirate's Eyepatch - Agility - 7-day limited period
20435	Armor 	Monocle - Wild Magic - 7-Day Limited Period
20436	Armor 	Red Mask of Victory - Mana Regeneration - 7-Day Limited Period
20437	Armor 	Red Horn of Victory - Reflect Damage - 7-Day Limited Period
20438	Armor 	Party Mask - Greater Heal - 7-Day Limited Period
20439	Armor 	Red Party Mask - Resist Unholy - 7-Day Limited Period
20440	Armor 	Cat Ears - Wind Walk - 7-Day Limited Period
20441	Armor 	Lady's Hair Pin - Death Whisper - 7-Day Limited Period
20442	Armor 	Raccoon Ears - Agility - 7-day limited period
20443	Armor 	Rabbit Ear - Wild Magic - 7-Day Limited Period
20444	Armor 	Little Angel Wings - Mana Regeneration - 7-Day Limited Period
20445	Armor 	Fairy's Tentacle - Reflect Damage - 7-Day Limited Period
20446	Armor 	Dandy's Chapeau - Greater Heal - 7-Day Limited Period
20447	Armor 	Artisan's Goggles - Energy - 7-Day Limited Period
20448	Armor 	Darkmane Pacer Mount Bracelet - 7-day limited period
20449	Armor 	Steam Beatle Mount Bracelet - 7-day limited period
20450	EtcItem 	Majo Agathion 7-Day Pack
20451	EtcItem 	Gold Crown Majo Agathion 7-Day Pack
20452	EtcItem 	Black Crown Majo Agathion 7-Day Pack
20453	EtcItem 	Plaipitak Agathion 7-Day Pack
20454	EtcItem 	Plaipitak Agathion 7-Day Pack
20455	EtcItem 	Plaipitak Agathion 7-Day Pack
20456	EtcItem 	Agathion of Baby Panda 7-Day Pack
20457	EtcItem 	Bamboo Panda Agathion 7-Day Pack
20458	EtcItem 	Agathion of Sexy Panda 7-Day Pack
20459	EtcItem 	Horn Rimmed Glasses 7-Day Pack
20460	EtcItem 	Afro Hair 7-Day Pack
20461	EtcItem 	Afro Hair 7-Day Pack
20462	EtcItem 	Uniform Hat 7-Day Pack
20463	EtcItem 	Assassin's Bamboo Hat 7-Day Pack
20464	EtcItem 	Ruthless Tribe Mask 7-Day Pack
20465	EtcItem 	Ribbon Hairband 7-Day Pack
20466	EtcItem 	Visor 7-Day Pack
20467	EtcItem 	Kat the Cat Hat 7-Day Pack
20468	EtcItem 	Skull Hat 7-Day Pack
20469	EtcItem 	Gold Afro Hair 7-Day Pack
20470	EtcItem 	Pink Afro Hair 7-Day Pack
20471	EtcItem 	Goggle 7-Day Pack
20472	EtcItem 	Napoleon Hat 7-Day Pack
20473	EtcItem 	Horn Hairband 7-Day Pack
20474	EtcItem 	Black Gem Mask 7-Day Pack
20475	EtcItem 	Plastic Hair 7-Day Pack
20476	EtcItem 	Daisy Hairpin 7-Day Pack
20477	EtcItem 	Forget-me-not Hairpin 7-Day Pack
20478	EtcItem 	Outlaw's Eyepatch 7-Day Pack
20479	EtcItem 	Pirate's Eyepatch 7-Day Pack
20480	EtcItem 	Monocle 7-Day Pack
20481	EtcItem 	Red Mask of Victory 7-Day Pack
20482	EtcItem 	Red Horn of Victory 7-Day Pack
20483	EtcItem 	Party Mask 7-Day Pack
20484	EtcItem 	Red Party Mask 7-Day Pack
20485	EtcItem 	Cat Ears 7-Day Pack
20486	EtcItem 	Lady's Hair Pin 7-Day Pack
20487	EtcItem 	Raccoon Ears 7-Day Pack
20488	EtcItem 	Rabbit Ears 7-Day Pack
20489	EtcItem 	Little Angel's Wings 7-Day Pack
20490	EtcItem 	Fairy's Tentacle 7-Day Pack
20491	EtcItem 	Dandy's Chapeau 7-Day Pack
20492	EtcItem 	Artisan's Goggles 7-Day Pack
20493	EtcItem 	Darkmane Pacer Mount Bracelet 7-Day Pack
20494	EtcItem 	Steam Beatle Mount Bracelet 7-Day Pack
20495	Armor 	Agathion Seal Bracelet - Live Event Souvenir
20496	Armor 	Agathion Seal Bracelet - Pomona - Mental Shield - 7-day limited period
20497	EtcItem 	Mother's Wreath (Event) - Blessing of Love - 24-hour limited period
20498	EtcItem 	Mother's Wreath - Blessing of Love - 3-day limited period
20499	Armor 	Feline Queen Hat
20500	Armor 	Feline King Hat
20501	Armor 	Kai the Cat Hat
20502	Armor 	Gold Maned Lion Mount Bracelet
20503	Armor 	Gold Maned Lion Mount Bracelet - 30-day limited period
20504	Armor 	Steam Beatle Mount Bracelet - 30-day limited period
20505	EtcItem 	Pomona Agathion Pack
20506	EtcItem 	Pomona Agathion 7-Day Pack
20507	EtcItem 	Mother's Wreath 24-Hour Pack (Event)
20508	EtcItem 	Mother's Wreath 3-Day Pack
20509	EtcItem 	Feline Queen Hat Pack
20510	EtcItem 	Feline King Hat Pack
20511	EtcItem 	Kai the Cat Hat Pack
20512	EtcItem 	Gold Maned Lion Mount Bracelet Pack
20513	EtcItem 	Gold Maned Lion Mount Bracelet 30-Day Pack - 30-day limited period
20514	EtcItem 	Steam Beatle Mount Bracelet 30-Day Pack - 30-day limited period
20515	EtcItem 	Huge Fortuna Box
20516	EtcItem 	Huge Fortuna Cube
20517	EtcItem 	Scroll: Enchant Weapon (S-Grade)
20518	EtcItem 	Scroll: Enchant Armor (S-Grade)
20519	EtcItem 	Ancient Weapon Enchant Crystal (S-Grade)
20520	EtcItem 	Ancient Armor Enchant Crystal (S-Grade)
20521	EtcItem 	Divine Weapon Enchant Crystal (S-Grade)
20522	EtcItem 	Divine Armor Enchant Crystal (S-Grade)
20523	EtcItem 	Resist Aqua Scroll
20524	EtcItem 	Resist Wind Scroll
20525	EtcItem 	Resist Fire Scroll
20526	EtcItem 	Resist Holy Scroll
20527	EtcItem 	Resist Unholy Scroll
20528	EtcItem 	Mental Shield Scroll
20529	EtcItem 	Focus Scroll
20530	EtcItem 	Concentration Scroll
20531	EtcItem 	Bless Shield Scroll
20532	EtcItem 	Agility Scroll
20533	EtcItem 	Regeneration Scroll
20534	EtcItem 	Advanced Block Scroll
20535	Armor 	Steam Beatle Mount Bracelet - 30-day limited period
20536	Armor 	Gold-Maned Lion Mount Bracelet - 30-day limited period
20537	Armor 	Afro Hair - Energy - 7-Day Limited Period
20538	Armor 	Horn Rimmed Glasses - Energy - 7-Day Limited Period
20539	Armor 	Assassin's Bamboo Hat - Energy - 7-Day Limited Period
20540	EtcItem 	Steam Beatle Mount Bracelet 30-Day Pack
20541	EtcItem 	Tawny Maned Lion Mount Bracelet 30-Day Pack
20542	EtcItem 	Afro Hair 7-Day Pack
20543	EtcItem 	Horn Rimmed Glasses 7-Day Pack
20544	EtcItem 	Assassin's Bamboo Hat 7-Day Pack
20545	EtcItem 	Haste Juice
20546	EtcItem 	Critical Attack Juice
20547	EtcItem 	Moving Speed Increasing Beverage
20548	EtcItem 	Rune of Experience Points 30%- 5-Hour Pack (Event)
20549	EtcItem 	Rune of Experience Points 50% 5 hours pack
20550	EtcItem 	Rune of Experience Points 30% 10 hours pack
20551	EtcItem 	Rune of Experience Points 50% 10 hours pack
20552	EtcItem 	Rune of Experience Points 30% 7-Day Pack
20553	EtcItem 	Rune of Experience Points 50% 7-Day Pack
20554	EtcItem 	Rune of SP 30% 5-Hour Pack
20555	EtcItem 	Rune of SP 50% 5-Hour Pack
20556	EtcItem 	Rune of SP 30% 10-Hour Pack
20557	EtcItem 	Rune of SP 50% 10-Hour Pack
20558	EtcItem 	Rune of SP 30% 7-Day Pack
20559	EtcItem 	Rune of SP 50% 7-Day Pack
20560	EtcItem 	Rune of Crystal Level 3 5-Hour Pack
20561	EtcItem 	Rune of Crystal Level 5 5-Hour Pack
20562	EtcItem 	Rune of Crystal Level 3 10-Hour Pack
20563	EtcItem 	Rune of Crystal Level 5 5-Hour Pack
20564	EtcItem 	Rune of Crystal Level 3 7-Day Pack
20565	EtcItem 	Rune of Crystal Level 5 7-Day Pack
20566	EtcItem 	Rune of Feather 24-Hour Pack
20567	Armor 	Eva's Circlet (event) - 3-day limited period
20568	Armor 	Eva's Circlet - 7-day limited period
20569	Armor 	Eva's Circlet
20570	EtcItem 	Eva's Rune (event) - 5-hour limited period
20571	EtcItem 	Eva's Rune (event) - 3-day limited period
20572	EtcItem 	Rune of Experience Points 30% - 3-hour limited period
20573	EtcItem 	Small Scroll Chest (Event)
20574	EtcItem 	Large Scroll Chest (Event)
20575	EtcItem 	Chest of Experience (Event)
20576	EtcItem 	Eva's Circlet 3-Day Pack (Event)
20577	EtcItem 	Eva's Circlet 7-Day Pack
20578	EtcItem 	Eva's Circlet Pack
20579	EtcItem 	Eva's Rune 5-Hour Pack (Event)
20580	EtcItem 	Eva's Rune 3-Day Pack (Event)
20581	EtcItem 	Rune of Experience Points 30% - 3-Hour Pack (Event)
20582	EtcItem 	Power Juice
20583	EtcItem 	Blessed Scroll of Escape (event)
20584	EtcItem 	Blessed Scroll of Resurrection (event)
20585	EtcItem 	Seed of Fire (event)
20586	EtcItem 	Explosive Seed of Fire (Event)
20587	EtcItem 	Weaver Agathion Pack
20588	EtcItem 	Weaver Agathion 24-Hour Pack - Power of the Golden Calf
20589	EtcItem 	Weaver Agathion 3-Day Pack - Power of the Golden Calf
20590	EtcItem 	Summon of Love Bracelet 24-Hour Pack (Event)
20591	Armor 	Agathion Seal Bracelet - Weaver
20592	Armor 	Agathion Seal Bracelet - Weaver - Power of the Golden Calf - 24-hour limited period
20593	Armor 	Agathion Seal Bracelet - Weaver - Power of the Golden Calf - 3-day limited period
20594	Armor 	Summon of Love Bracelet (event) - 24-hour limited period
20595	EtcItem 	Girl's Gift of Gratitude
20596	EtcItem 	Boy's Gift of Gratitude
20597	EtcItem 	Girl's Soul Ore
20598	EtcItem 	Twilight Staff 7-Day Pack - Dance of Shadow
20599	EtcItem 	Anniversary Hat 7-Day Pack - Soul of Phoenix
20600	Weapon 	Twilight Staff - Dance of Shadow - 7-day limited period
20601	Armor 	Anniversary Hat - Soul of Phoenix - 7-day limited period
20602	EtcItem 	Soul Silver Foil (Event)
20603	EtcItem 	Soul Scent (Event)
20604	EtcItem 	Low-Class Certificate (Event)
20605	EtcItem 	Mid-Class Certificate (Event)
20606	EtcItem 	High-Class Certificate (Event) - 8-hour limited period
20607	EtcItem 	Headphone Pack - Town Theme
20608	EtcItem 	Headphone Pack - Hero Theme
20609	EtcItem 	Headphone Pack - Theme Park
20610	EtcItem 	Headphone 7-Day Pack - Town Theme : Great Adventurer's Soul Power
20611	EtcItem 	Headphone 7-Day Pack - Hero Theme : Great Warrior's Soul Power
20612	EtcItem 	Headphone 7-Day Pack - Park theme : Great Wizard's Soul Power
20613	Armor 	Headphone - Town Theme
20614	Armor 	Headphone - Hero Theme
20615	Armor 	Headphone - Park Theme
20616	Armor 	Headphone - Town Theme - 7-day limited period
20617	Armor 	Headphone - Hero Theme - 7-day limited period
20618	Armor 	Headphone - Park Theme - 7-day limited period
20619	EtcItem 	Female Weaver Agathion 24-Hour Pack - Flute Sound
20620	EtcItem 	Female Weaver Agathion 3-Day Pack - Flute Sound
20621	Armor 	Agathion Seal Bracelet - Female Weaver - Flute Sound - 24-hour limited period
20622	Armor 	Agathion Seal Bracelet - Female Weaver - Flute Sound - 3-day limited period
20623	EtcItem 	Soul Silver Foil - Scent Pack
20624	EtcItem 	Soul Scent 100 Sheet Pack
20625	EtcItem 	Anniversary Hat 7-Day Pack - Resurrection
20626	Armor 	Anniversary Hat - Resurrection - 7-Day Limited Period
20627	EtcItem 	Summon of Love Bracelet 7-Day Pack
